#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
LR130759.1_3728      -          K21120               -            2.6e-47  160.3   0.0     3e-47  160.1   0.0   1.0   1   0   0   1   1   1   1 # 4344188 # 4345399 # -1 # ID=1_3728;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.643
LR130759.1_4066      -          K21120               -            2.6e-46  157.0   0.0   3.4e-46  156.6   0.0   1.1   1   0   0   1   1   1   1 # 4724341 # 4725699 # 1 # ID=1_4066;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.606
LR130759.1_3595      -          K21120               -            1.5e-45  154.4   0.0     2e-45  154.1   0.0   1.0   1   0   0   1   1   1   1 # 4185363 # 4186592 # 1 # ID=1_3595;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667
LR130759.1_4254      -          K21120               -            3.8e-45  153.2   0.0   4.8e-45  152.8   0.0   1.0   1   0   0   1   1   1   1 # 4921278 # 4922510 # 1 # ID=1_4254;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.629
LR130759.1_2392      -          K21120               -            1.1e-42  145.1   0.0   1.4e-42  144.7   0.0   1.0   1   0   0   1   1   1   1 # 2742117 # 2743274 # -1 # ID=1_2392;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.618
LR130759.1_4240      -          K21120               -            2.3e-41  140.7   0.0   3.5e-41  140.1   0.0   1.3   1   1   0   1   1   1   1 # 4906947 # 4908212 # -1 # ID=1_4240;partial=00;start_type=GTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.646
LR130759.1_3430      -          K21120               -            3.5e-41  140.1   0.1   4.6e-41  139.7   0.1   1.1   1   0   0   1   1   1   1 # 3993734 # 3994969 # 1 # ID=1_3430;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.622
LR130759.1_4331      -          K21120               -            4.5e-41  139.7   0.0   5.7e-41  139.4   0.0   1.0   1   0   0   1   1   1   1 # 5022809 # 5024014 # -1 # ID=1_4331;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.608
LR130759.1_4103      -          K21120               -            6.8e-39  132.6   0.0   8.1e-39  132.3   0.0   1.0   1   0   0   1   1   1   1 # 4759179 # 4760378 # 1 # ID=1_4103;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626
LR130759.1_2427      -          K21120               -            3.3e-37  127.0   0.0   4.1e-37  126.7   0.0   1.0   1   0   0   1   1   1   1 # 2783384 # 2784559 # -1 # ID=1_2427;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.619
LR130759.1_2996      -          K21120               -            8.2e-37  125.7   0.2   1.1e-36  125.3   0.2   1.0   1   0   0   1   1   1   1 # 3464475 # 3465776 # 1 # ID=1_2996;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.631
LR130759.1_4357      -          K21120               -            1.5e-36  124.9   0.1   1.8e-36  124.5   0.1   1.0   1   0   0   1   1   1   1 # 5049396 # 5050652 # -1 # ID=1_4357;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.630
LR130759.1_2545      -          K21120               -              2e-35  121.2   0.1   2.5e-35  120.8   0.1   1.0   1   0   0   1   1   1   1 # 2913802 # 2915088 # -1 # ID=1_2545;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.610
LR130759.1_3305      -          K21120               -            2.4e-35  120.9   0.0   3.4e-35  120.4   0.0   1.1   1   0   0   1   1   1   1 # 3842444 # 3843703 # -1 # ID=1_3305;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.627
LR130759.1_3442      -          K21120               -            5.3e-35  119.8   0.1   6.6e-35  119.4   0.1   1.0   1   0   0   1   1   1   1 # 4007043 # 4008290 # 1 # ID=1_3442;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.598
LR130759.1_4085      -          K21120               -            1.8e-34  118.0   0.0   2.4e-34  117.6   0.0   1.0   1   0   0   1   1   1   1 # 4742673 # 4743875 # 1 # ID=1_4085;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.610
LR130759.1_4619      -          K21120               -            1.3e-33  115.2   0.1   2.3e-33  114.3   0.1   1.3   1   1   0   1   1   1   1 # 5345491 # 5346735 # -1 # ID=1_4619;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.645
LR130759.1_2628      -          K21120               -            1.9e-33  114.6   0.1   3.3e-33  113.8   0.1   1.3   1   1   0   1   1   1   1 # 3004669 # 3005949 # 1 # ID=1_2628;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641
LR130759.1_4422      -          K21120               -            2.1e-33  114.5   0.0   2.7e-33  114.1   0.0   1.1   1   0   0   1   1   1   1 # 5112937 # 5114214 # 1 # ID=1_4422;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.621
LR130759.1_2729      -          K21120               -            3.2e-33  113.9   0.0     4e-33  113.6   0.0   1.0   1   0   0   1   1   1   1 # 3164672 # 3165883 # 1 # ID=1_2729;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.639
LR130759.1_3433      -          K21120               -            2.5e-31  107.6   0.1   3.9e-31  107.0   0.1   1.2   1   0   0   1   1   1   1 # 3997027 # 3998262 # -1 # ID=1_3433;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.625
LR130759.1_784       -          K21120               -            4.9e-31  106.7   0.1   6.6e-31  106.3   0.1   1.1   1   0   0   1   1   1   1 # 885036 # 886256 # -1 # ID=1_784;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.639
LR130759.1_3405      -          K21120               -            1.2e-28   98.8   0.2   1.5e-28   98.5   0.2   1.0   1   0   0   1   1   1   1 # 3963975 # 3965210 # 1 # ID=1_3405;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.629
LR130759.1_2313      -          K21120               -            2.2e-28   97.9   0.0   2.8e-28   97.6   0.0   1.0   1   0   0   1   1   1   1 # 2647022 # 2648245 # 1 # ID=1_2313;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.621
LR130759.1_4041      -          K21120               -            2.4e-26   91.2   0.0   1.7e-23   81.9   0.1   2.0   2   0   0   2   2   2   2 # 4703231 # 4704505 # 1 # ID=1_4041;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.627
